"zone","state","lga","sector","ea","hhid","indiv","s4bq1","s4bq8","s4bq9","s4bq9_os","s4bq14","s4bq15__1","s4bq15__2","s4bq15__3","s4bq15__4","s4bq15__5","s4bq15__6","s4bq15__n96","s4bq15_os"
2,5,508,2,2196,59110,2,1,1,2,,2,,,,,,,,
2,5,508,2,2196,59110,3,2,,,,,,,,,,,,
2,5,508,2,2196,59110,4,2,,,,,,,,,,,,
2,5,508,2,2196,59110,5,2,,,,,,,,,,,,
2,5,508,2,2196,59111,1,1,1,1,,2,,,,,,,,
2,5,508,2,2196,59111,2,1,1,2,,2,,,,,,,,
2,5,508,2,2196,59111,3,2,,,,,,,,,,,,
2,5,508,2,2196,59111,4,2,,,,,,,,,,,,
2,5,508,2,2196,59111,5,2,,,,,,,,,,,,
2,5,508,2,2196,59112,1,1,1,1,,2,,,,,,,,
2,5,508,2,2196,59112,2,1,1,2,,2,,,,,,,,
2,5,508,2,2196,59112,3,1,1,2,,2,,,,,,,,
2,5,508,2,2196,59112,4,2,,,,,,,,,,,,
2,5,508,2,2196,59112,5,1,1,2,,2,,,,,,,,
2,5,508,2,2196,59112,6,2,,,,,,,,,,,,
2,5,508,2,2196,59112,7,2,,,,,,,,,,,,
2,5,508,2,2196,59112,8,2,,,,,,,,,,,,
2,5,508,2,2196,59112,9,1,1,2,,2,,,,,,,,
2,5,508,2,2196,59113,1,1,1,1,,2,,,,,,,,
2,5,508,2,2196,59113,2,1,1,2,,2,,,,,,,,
2,5,508,2,2196,59113,3,2,,,,,,,,,,,,
2,5,508,2,2196,59113,4,2,,,,,,,,,,,,
2,5,508,2,2196,59113,5,2,,,,,,,,,,,,
2,5,508,2,2196,59115,1,1,1,1,,2,,,,,,,,
2,5,508,2,2196,59115,2,1,1,1,,2,,,,,,,,
2,5,508,2,2196,59115,3,1,1,2,,2,,,,,,,,
2,5,508,2,2196,59115,4,1,1,2,,2,,,,,,,,
2,5,508,2,2196,59115,5,2,,,,,,,,,,,,
2,5,508,2,2196,59115,6,2,,,,,,,,,,,,
2,5,508,2,2196,59115,7,2,,,,,,,,,,,,
2,5,508,2,2196,59115,8,2,,,,,,,,,,,,
2,5,508,2,2196,59115,9,1,1,2,,2,,,,,,,,
2,5,508,2,2196,59115,10,1,1,2,,2,,,,,,,,
2,5,508,2,2196,59115,11,2,,,,,,,,,,,,
2,5,508,2,2196,59115,12,2,,,,,,,,,,,,
2,5,508,2,2196,59115,13,2,,,,,,,,,,,,
2,5,508,2,2196,59116,1,1,2,,,2,,,,,,,,
2,5,508,2,2196,59116,2,1,2,,,2,,,,,,,,
2,5,508,2,2196,59116,3,1,2,,,2,,,,,,,,
2,5,508,2,2196,59116,4,1,2,,,2,,,,,,,,
2,5,508,2,2196,59116,5,2,,,,,,,,,,,,
2,5,508,2,2196,59116,6,2,,,,,,,,,,,,
2,5,508,2,2196,59117,1,1,1,3,,2,,,,,,,,
2,5,508,2,2196,59117,2,1,1,3,,2,,,,,,,,
2,5,508,2,2196,59117,3,2,,,,,,,,,,,,
2,5,508,2,2196,59117,4,2,,,,,,,,,,,,
2,5,508,2,2196,59117,5,2,,,,,,,,,,,,
2,5,508,2,2196,59117,6,2,,,,,,,,,,,,
2,5,508,2,2196,59118,1,1,1,3,,2,,,,,,,,
2,5,508,2,2196,59118,2,1,1,3,,2,,,,,,,,
2,5,508,2,2196,59118,3,1,1,3,,2,,,,,,,,
2,5,508,2,2196,59118,4,2,,,,,,,,,,,,
2,5,508,2,2196,59118,5,2,,,,,,,,,,,,
2,5,508,2,2196,59118,6,1,1,3,,2,,,,,,,,
2,5,508,2,2196,59118,7,2,,,,,,,,,,,,
2,5,508,2,2196,59118,8,2,,,,,,,,,,,,
2,5,508,2,2196,59118,9,2,,,,,,,,,,,,
2,5,508,2,2196,59119,1,1,1,1,,2,,,,,,,,
2,5,508,2,2196,59119,2,1,1,2,,2,,,,,,,,
2,5,508,2,2196,59119,3,1,1,2,,2,,,,,,,,
2,5,508,2,2196,59119,4,1,1,2,,2,,,,,,,,
2,5,508,2,2196,59119,5,2,,,,,,,,,,,,
2,5,508,2,2196,59120,1,1,1,1,,2,,,,,,,,
2,5,508,2,2196,59120,2,1,1,2,,2,,,,,,,,
2,5,508,2,2196,59120,3,2,,,,,,,,,,,,
2,5,508,2,2196,59120,4,2,,,,,,,,,,,,
2,5,508,2,2196,59120,5,2,,,,,,,,,,,,
2,5,511,2,796,59121,1,1,1,3,,2,,,,,,,,
2,5,511,2,796,59121,2,1,1,3,,2,,,,,,,,
2,5,511,2,796,59121,3,1,1,3,,2,,,,,,,,
2,5,511,2,796,59121,4,1,1,3,,2,,,,,,,,
2,5,511,2,796,59121,5,2,,,,,,,,,,,,
2,5,511,2,796,59121,6,1,1,3,,2,,,,,,,,
2,5,511,2,796,59121,7,1,2,,,2,,,,,,,,
2,5,511,2,796,59121,8,1,2,,,2,,,,,,,,
2,5,511,2,796,59121,9,2,,,,,,,,,,,,
2,5,511,2,796,59121,10,2,,,,,,,,,,,,
2,5,511,2,796,59121,11,2,,,,,,,,,,,,
2,5,511,2,796,59121,12,2,,,,,,,,,,,,
2,5,511,2,796,59121,13,2,,,,,,,,,,,,
2,5,511,2,796,59122,1,1,1,2,,2,,,,,,,,
2,5,511,2,796,59122,2,1,1,2,,2,,,,,,,,
2,5,511,2,796,59122,3,1,1,1,,2,,,,,,,,
2,5,511,2,796,59122,4,1,1,2,,2,,,,,,,,
2,5,511,2,796,59122,5,1,1,2,,2,,,,,,,,
2,5,511,2,796,59122,6,2,,,,,,,,,,,,
2,5,511,2,796,59122,7,2,,,,,,,,,,,,
2,5,511,2,796,59122,8,1,1,2,,2,,,,,,,,
2,5,511,2,796,59122,9,1,1,2,,2,,,,,,,,
2,5,511,2,796,59124,1,1,1,2,,2,,,,,,,,
2,5,511,2,796,59124,2,1,1,2,,2,,,,,,,,
2,5,511,2,796,59124,3,1,1,1,,2,,,,,,,,
2,5,511,2,796,59124,4,1,1,2,,2,,,,,,,,
2,5,511,2,796,59124,5,1,1,2,,2,,,,,,,,
2,5,511,2,796,59124,6,2,,,,,,,,,,,,
2,5,511,2,796,59124,7,1,1,2,,2,,,,,,,,
2,5,511,2,796,59124,8,1,1,2,,2,,,,,,,,
2,5,511,2,796,59124,9,1,1,2,,2,,,,,,,,
2,5,511,2,796,59124,10,2,,,,,,,,,,,,
2,5,511,2,796,59124,11,2,,,,,,,,,,,,
2,5,511,2,796,59125,1,1,1,1,,2,,,,,,,,
2,5,511,2,796,59125,2,1,1,2,,2,,,,,,,,
2,5,511,2,796,59125,3,1,1,2,,2,,,,,,,,
2,5,511,2,796,59125,4,1,1,2,,2,,,,,,,,
2,5,511,2,796,59125,5,2,,,,,,,,,,,,
2,5,511,2,796,59125,6,2,,,,,,,,,,,,
2,5,511,2,796,59125,7,2,,,,,,,,,,,,
2,5,511,2,796,59125,8,2,,,,,,,,,,,,
2,5,511,2,796,59125,9,1,1,2,,2,,,,,,,,
2,5,511,2,796,59125,10,1,1,2,,2,,,,,,,,
2,5,511,2,796,59125,11,2,,,,,,,,,,,,
2,5,511,2,796,59125,12,2,,,,,,,,,,,,
2,5,511,2,796,59125,13,1,1,2,,2,,,,,,,,
2,5,511,2,796,59127,1,1,1,1,,2,,,,,,,,
2,5,511,2,796,59127,2,1,1,2,,2,,,,,,,,
2,5,511,2,796,59127,3,1,1,2,,2,,,,,,,,
2,5,511,2,796,59127,4,1,1,2,,2,,,,,,,,
2,5,511,2,796,59127,5,1,2,,,2,,,,,,,,
2,5,511,2,796,59127,6,2,,,,,,,,,,,,
2,5,511,2,796,59127,7,2,,,,,,,,,,,,
2,5,511,2,796,59127,8,1,1,2,,2,,,,,,,,
2,5,511,2,796,59127,9,2,,,,,,,,,,,,
2,5,511,2,796,59128,1,1,1,2,,2,,,,,,,,
2,5,511,2,796,59128,2,1,1,2,,2,,,,,,,,
2,5,511,2,796,59128,3,1,1,1,,2,,,,,,,,
2,5,511,2,796,59128,4,2,,,,,,,,,,,,
2,5,511,2,796,59128,5,2,,,,,,,,,,,,
2,5,511,2,796,59128,6,2,,,,,,,,,,,,
2,5,511,2,796,59128,7,1,1,2,,2,,,,,,,,
2,5,511,2,796,59128,8,1,1,2,,2,,,,,,,,
2,5,511,2,796,59128,9,1,1,2,,2,,,,,,,,
2,5,511,2,796,59128,10,1,2,,,2,,,,,,,,
2,5,511,2,796,59129,1,1,1,1,,2,,,,,,,,
2,5,511,2,796,59129,2,1,1,2,,2,,,,,,,,
2,5,511,2,796,59129,3,1,1,1,,2,,,,,,,,
2,5,511,2,796,59129,4,1,1,2,,2,,,,,,,,
2,5,511,2,796,59129,5,2,,,,,,,,,,,,
2,5,511,2,796,59129,6,2,,,,,,,,,,,,
2,5,511,2,796,59129,7,1,1,2,,2,,,,,,,,
2,5,511,2,796,59130,1,1,1,3,,2,,,,,,,,
2,5,511,2,796,59130,2,1,1,3,,2,,,,,,,,
2,5,511,2,796,59130,3,2,,,,,,,,,,,,
2,5,511,2,796,59130,4,2,,,,,,,,,,,,
2,5,511,2,796,59132,1,1,1,1,,2,,,,,,,,
2,5,511,2,796,59132,2,1,1,2,,2,,,,,,,,
2,5,511,2,796,59132,3,1,1,2,,2,,,,,,,,
2,5,511,2,796,59132,4,1,1,2,,2,,,,,,,,
2,5,511,2,796,59132,5,2,,,,,,,,,,,,
2,5,511,2,796,59132,6,2,,,,,,,,,,,,
2,5,511,2,796,59132,7,1,1,2,,2,,,,,,,,
2,5,511,2,796,59132,8,1,1,2,,2,,,,,,,,
2,5,511,2,796,59132,9,1,1,2,,2,,,,,,,,
2,5,511,2,796,59132,10,1,1,2,,2,,,,,,,,
2,5,511,2,796,59132,11,2,,,,,,,,,,,,
2,5,511,2,796,59132,12,2,,,,,,,,,,,,
2,5,514,2,1964,59133,1,1,1,1,,2,,,,,,,,
2,5,514,2,1964,59133,2,1,1,2,,2,,,,,,,,
2,5,514,2,1964,59133,3,1,1,2,,2,,,,,,,,
2,5,514,2,1964,59133,4,1,1,2,,2,,,,,,,,
2,5,514,2,1964,59133,5,2,,,,,,,,,,,,
2,5,514,2,1964,59133,6,2,,,,,,,,,,,,
2,5,514,2,1964,59133,7,2,,,,,,,,,,,,
2,5,514,2,1964,59133,8,2,,,,,,,,,,,,
2,5,514,2,1964,59135,1,1,1,1,,2,,,,,,,,
2,5,514,2,1964,59135,2,1,1,1,,2,,,,,,,,
2,5,514,2,1964,59135,3,1,1,2,,2,,,,,,,,
2,5,514,2,1964,59135,4,1,1,1,,1,1,0,0,0,0,0,0,
2,5,514,2,1964,59135,5,1,1,1,,1,1,0,0,0,0,0,0,
2,5,514,2,1964,59135,6,1,1,1,,2,,,,,,,,
2,5,514,2,1964,59135,7,2,,,,,,,,,,,,
2,5,514,2,1964,59136,1,1,1,1,,2,,,,,,,,
2,5,514,2,1964,59136,2,1,1,1,,2,,,,,,,,
2,5,514,2,1964,59136,3,1,1,2,,2,,,,,,,,
2,5,514,2,1964,59136,4,2,,,,,,,,,,,,
2,5,514,2,1964,59136,5,2,,,,,,,,,,,,
2,5,514,2,1964,59136,6,2,,,,,,,,,,,,
2,5,514,2,1964,59136,7,1,1,1,,2,,,,,,,,
2,5,514,2,1964,59137,1,1,1,1,,2,,,,,,,,
2,5,514,2,1964,59137,2,1,1,2,,2,,,,,,,,
2,5,514,2,1964,59137,3,1,1,2,,2,,,,,,,,
2,5,514,2,1964,59137,4,1,1,2,,2,,,,,,,,
2,5,514,2,1964,59137,5,2,,,,,,,,,,,,
2,5,514,2,1964,59137,6,2,,,,,,,,,,,,
2,5,514,2,1964,59138,1,1,1,1,,2,,,,,,,,
2,5,514,2,1964,59138,2,1,1,1,,2,,,,,,,,
2,5,514,2,1964,59138,3,2,,,,,,,,,,,,
2,5,514,2,1964,59138,4,2,,,,,,,,,,,,
2,5,514,2,1964,59138,5,2,,,,,,,,,,,,
2,5,514,2,1964,59138,6,2,,,,,,,,,,,,
2,5,514,2,1964,59140,1,1,1,1,,1,0,0,0,0,0,1,0,
2,5,514,2,1964,59140,2,1,1,1,,2,,,,,,,,
2,5,514,2,1964,59140,3,2,,,,,,,,,,,,
2,5,514,2,1964,59140,4,2,,,,,,,,,,,,
2,5,514,2,1964,59140,5,2,,,,,,,,,,,,
2,5,514,2,1964,59140,6,2,,,,,,,,,,,,
2,5,514,2,1964,59142,1,1,1,1,,1,1,0,0,1,0,0,0,
2,5,514,2,1964,59142,2,1,1,1,,2,,,,,,,,
2,5,514,2,1964,59142,3,1,1,2,,2,,,,,,,,
2,5,514,2,1964,59142,4,2,,,,,,,,,,,,
2,5,514,2,1964,59142,5,1,1,2,,2,,,,,,,,
2,5,514,2,1964,59142,6,2,,,,,,,,,,,,
2,5,514,2,1964,59142,7,1,1,2,,1,0,0,1,0,1,0,0,
2,5,514,2,1964,59142,8,1,1,1,,2,,,,,,,,
2,5,514,2,1964,59142,9,1,1,2,,2,,,,,,,,
2,5,514,2,1964,59142,10,2,,,,,,,,,,,,
2,5,514,2,1964,59142,11,2,,,,,,,,,,,,
2,5,514,2,1964,59143,1,1,1,1,,2,,,,,,,,
2,5,514,2,1964,59143,2,1,1,2,,2,,,,,,,,
2,5,514,2,1964,59143,3,1,1,2,,2,,,,,,,,
2,5,514,2,1964,59143,4,1,1,2,,2,,,,,,,,
2,5,514,2,1964,59143,5,2,,,,,,,,,,,,
2,5,514,2,1964,59143,6,2,,,,,,,,,,,,
2,5,514,2,1964,59143,7,2,,,,,,,,,,,,
2,5,514,2,1964,59143,8,2,,,,,,,,,,,,
2,5,514,2,1964,59143,9,2,,,,,,,,,,,,
2,5,514,2,1964,59143,10,1,1,1,,1,1,0,0,1,0,0,0,
2,5,514,2,1964,59144,1,1,1,1,,2,,,,,,,,
2,5,514,2,1964,59144,2,1,1,2,,2,,,,,,,,
2,5,514,2,1964,59144,3,2,,,,,,,,,,,,
2,5,514,2,1964,59144,4,1,1,2,,2,,,,,,,,
2,5,514,2,1964,59144,5,1,1,2,,2,,,,,,,,
2,5,516,2,134,59145,1,1,1,1,,1,1,0,0,0,0,0,0,
2,5,516,2,134,59145,2,1,1,1,,2,,,,,,,,
2,5,516,2,134,59145,3,1,1,1,,1,1,0,0,0,0,0,0,
2,5,516,2,134,59145,4,1,1,1,,1,1,0,0,0,0,0,0,
2,5,516,2,134,59145,5,1,1,1,,1,1,0,0,0,0,0,0,
2,5,516,2,134,59145,6,1,1,2,,2,,,,,,,,
2,5,516,2,134,59145,7,1,1,2,,2,,,,,,,,
2,5,516,2,134,59145,8,1,1,2,,2,,,,,,,,
2,5,516,2,134,59145,9,2,,,,,,,,,,,,
2,5,516,2,134,59145,10,2,,,,,,,,,,,,
2,5,516,2,134,59147,1,1,1,1,,2,,,,,,,,
2,5,516,2,134,59147,2,1,1,2,,2,,,,,,,,
2,5,516,2,134,59147,3,2,,,,,,,,,,,,
2,5,516,2,134,59147,4,2,,,,,,,,,,,,
2,5,516,2,134,59148,1,1,1,1,,2,,,,,,,,
2,5,516,2,134,59149,1,1,1,1,,1,0,0,0,0,0,1,0,
2,5,516,2,134,59149,2,1,1,2,,2,,,,,,,,
2,5,516,2,134,59149,3,2,,,,,,,,,,,,
2,5,516,2,134,59149,4,2,,,,,,,,,,,,
2,5,516,2,134,59149,5,1,1,2,,2,,,,,,,,
2,5,516,2,134,59150,1,1,1,1,,2,,,,,,,,
2,5,516,2,134,59150,2,1,1,1,,2,,,,,,,,
2,5,516,2,134,59150,3,1,1,2,,2,,,,,,,,
2,5,516,2,134,59150,4,1,1,2,,2,,,,,,,,
2,5,516,2,134,59150,5,2,,,,,,,,,,,,
2,5,516,2,134,59151,1,1,1,1,,1,0,0,0,0,0,1,0,
2,5,516,2,134,59151,2,1,1,1,,2,,,,,,,,
2,5,516,2,134,59151,3,1,1,2,,2,,,,,,,,
2,5,516,2,134,59151,4,1,1,2,,2,,,,,,,,
2,5,516,2,134,59151,5,1,1,2,,2,,,,,,,,
2,5,516,2,134,59151,6,1,2,,,2,,,,,,,,
2,5,516,2,134,59151,7,2,,,,,,,,,,,,
2,5,516,2,134,59151,8,2,,,,,,,,,,,,
2,5,516,2,134,59151,9,2,,,,,,,,,,,,
2,5,516,2,134,59151,10,1,1,2,,2,,,,,,,,
2,5,516,2,134,59153,1,1,1,1,,2,,,,,,,,
2,5,516,2,134,59153,2,1,1,2,,2,,,,,,,,
2,5,516,2,134,59153,3,1,1,1,,1,0,0,0,0,0,1,0,
2,5,516,2,134,59153,4,1,1,1,,1,0,0,0,0,0,1,0,
2,5,516,2,134,59153,5,1,1,2,,2,,,,,,,,
2,5,516,2,134,59153,6,1,1,2,,2,,,,,,,,
2,5,516,2,134,59153,7,1,1,2,,2,,,,,,,,
2,5,516,2,134,59153,8,1,1,1,,1,0,0,0,0,0,1,0,
2,5,516,2,134,59153,9,1,1,2,,2,,,,,,,,
2,5,516,2,134,59153,10,1,1,2,,2,,,,,,,,
2,5,516,2,134,59153,11,2,,,,,,,,,,,,
2,5,516,2,134,59153,12,2,,,,,,,,,,,,
2,5,516,2,134,59153,13,2,,,,,,,,,,,,
2,5,516,2,134,59154,1,1,1,1,,1,1,0,0,0,0,0,0,
2,5,516,2,134,59154,2,1,1,1,,2,,,,,,,,
2,5,516,2,134,59154,3,2,,,,,,,,,,,,
2,5,516,2,134,59154,4,2,,,,,,,,,,,,
2,5,516,2,134,59155,1,1,1,1,,2,,,,,,,,
2,5,516,2,134,59155,2,1,1,1,,2,,,,,,,,
2,5,516,2,134,59155,3,1,1,1,,1,1,0,0,0,0,0,0,
2,5,516,2,134,59155,4,1,1,1,,1,1,0,0,0,0,0,0,
2,5,516,2,134,59155,5,1,1,1,,1,1,0,0,0,0,0,0,
2,5,516,2,134,59156,1,1,1,2,,2,,,,,,,,
2,5,516,2,134,59156,2,1,1,1,,2,,,,,,,,
2,5,516,2,134,59156,3,1,1,2,,2,,,,,,,,
2,5,516,2,134,59156,4,2,,,,,,,,,,,,
2,5,517,2,1424,59157,1,1,1,1,,2,,,,,,,,
2,5,517,2,1424,59157,2,1,1,2,,2,,,,,,,,
2,5,517,2,1424,59157,3,2,,,,,,,,,,,,
2,5,517,2,1424,59157,4,2,,,,,,,,,,,,
2,5,517,2,1424,59158,1,1,1,1,,1,1,0,0,0,0,0,0,
2,5,517,2,1424,59158,2,1,1,1,,2,,,,,,,,
2,5,517,2,1424,59158,3,2,,,,,,,,,,,,
2,5,517,2,1424,59158,4,2,,,,,,,,,,,,
2,5,517,2,1424,59158,5,2,,,,,,,,,,,,
2,5,517,2,1424,59159,1,1,1,1,,1,1,0,0,0,0,0,0,
2,5,517,2,1424,59159,2,1,1,1,,2,,,,,,,,
2,5,517,2,1424,59159,3,2,,,,,,,,,,,,
2,5,517,2,1424,59159,4,2,,,,,,,,,,,,
2,5,517,2,1424,59159,5,2,,,,,,,,,,,,
2,5,517,2,1424,59160,1,1,1,1,,1,1,0,0,0,0,0,0,
2,5,517,2,1424,59160,2,1,1,2,,2,,,,,,,,
2,5,517,2,1424,59160,3,1,1,1,,1,1,0,0,0,0,0,0,
2,5,517,2,1424,59160,4,1,1,1,,1,1,0,0,0,0,0,0,
2,5,517,2,1424,59160,5,1,1,2,,2,,,,,,,,
2,5,517,2,1424,59160,6,2,,,,,,,,,,,,
2,5,517,2,1424,59160,7,2,,,,,,,,,,,,
2,5,517,2,1424,59160,8,2,,,,,,,,,,,,
2,5,517,2,1424,59160,9,1,1,2,,2,,,,,,,,
2,5,517,2,1424,59160,10,1,1,1,,1,1,0,0,0,0,0,0,
2,5,517,2,1424,59160,11,1,1,1,,1,1,0,0,0,0,0,0,
2,5,517,2,1424,59160,12,1,1,1,,1,1,0,0,0,0,0,0,
2,5,517,2,1424,59160,13,1,1,1,,2,,,,,,,,
2,5,517,2,1424,59160,14,1,2,,,2,,,,,,,,
2,5,517,2,1424,59160,15,1,1,2,,2,,,,,,,,
2,5,517,2,1424,59160,16,1,1,2,,2,,,,,,,,
2,5,517,2,1424,59160,17,2,,,,,,,,,,,,
2,5,517,2,1424,59160,18,2,,,,,,,,,,,,
2,5,517,2,1424,59160,19,2,,,,,,,,,,,,
2,5,517,2,1424,59160,20,1,1,2,,2,,,,,,,,
2,5,517,2,1424,59160,21,2,,,,,,,,,,,,
2,5,517,2,1424,59160,22,2,,,,,,,,,,,,
2,5,517,2,1424,59161,1,1,1,1,,1,1,0,0,0,0,0,0,
2,5,517,2,1424,59161,2,1,1,1,,2,,,,,,,,
2,5,517,2,1424,59161,3,2,,,,,,,,,,,,
2,5,517,2,1424,59161,4,2,,,,,,,,,,,,
2,5,517,2,1424,59161,5,1,1,1,,2,,,,,,,,
2,5,517,2,1424,59161,6,1,1,2,,2,,,,,,,,
2,5,517,2,1424,59161,7,1,1,2,,2,,,,,,,,
2,5,517,2,1424,59161,8,1,1,2,,2,,,,,,,,
2,5,517,2,1424,59161,9,1,1,2,,2,,,,,,,,
2,5,517,2,1424,59161,10,1,1,1,,2,,,,,,,,
2,5,517,2,1424,59162,1,1,1,2,,2,,,,,,,,
2,5,517,2,1424,59162,2,1,1,1,,2,,,,,,,,
2,5,517,2,1424,59162,3,1,1,1,,2,,,,,,,,
2,5,517,2,1424,59162,4,1,1,2,,2,,,,,,,,
2,5,517,2,1424,59162,5,1,1,2,,2,,,,,,,,
2,5,517,2,1424,59162,6,2,,,,,,,,,,,,
2,5,517,2,1424,59162,7,2,,,,,,,,,,,,
2,5,517,2,1424,59163,1,1,1,1,,2,,,,,,,,
2,5,517,2,1424,59163,2,1,1,2,,2,,,,,,,,
2,5,517,2,1424,59163,3,1,2,,,2,,,,,,,,
2,5,517,2,1424,59163,4,1,2,,,2,,,,,,,,
2,5,517,2,1424,59163,5,1,2,,,2,,,,,,,,
2,5,517,2,1424,59163,6,2,,,,,,,,,,,,
2,5,517,2,1424,59163,7,1,1,2,,2,,,,,,,,
2,5,517,2,1424,59163,8,1,2,,,2,,,,,,,,
2,5,517,2,1424,59163,9,1,2,,,2,,,,,,,,
2,5,517,2,1424,59163,10,2,,,,,,,,,,,,
2,5,517,2,1424,59163,11,2,,,,,,,,,,,,
2,5,517,2,1424,59163,12,1,1,2,,2,,,,,,,,
2,5,517,2,1424,59163,13,1,2,,,2,,,,,,,,
2,5,517,2,1424,59163,14,2,,,,,,,,,,,,
2,5,517,2,1424,59163,15,2,,,,,,,,,,,,
2,5,517,2,1424,59163,16,2,,,,,,,,,,,,
2,5,517,2,1424,59164,1,1,1,1,,2,,,,,,,,
2,5,517,2,1424,59164,2,1,1,2,,2,,,,,,,,
2,5,517,2,1424,59164,3,1,1,1,,2,,,,,,,,
2,5,517,2,1424,59164,4,1,1,1,,2,,,,,,,,
2,5,517,2,1424,59164,5,1,2,,,2,,,,,,,,
2,5,517,2,1424,59164,6,2,,,,,,,,,,,,
2,5,517,2,1424,59164,7,2,,,,,,,,,,,,
2,5,517,2,1424,59164,8,2,,,,,,,,,,,,
2,5,517,2,1424,59164,9,1,1,1,,2,,,,,,,,
2,5,517,2,1424,59164,10,1,2,,,2,,,,,,,,
2,5,517,2,1424,59164,11,1,2,,,2,,,,,,,,
2,5,517,2,1424,59164,12,1,1,2,,2,,,,,,,,
2,5,517,2,1424,59164,13,1,2,,,2,,,,,,,,
2,5,517,2,1424,59164,14,1,2,,,2,,,,,,,,
2,5,517,2,1424,59164,15,2,,,,,,,,,,,,
2,5,517,2,1424,59164,16,2,,,,,,,,,,,,
2,5,517,2,1424,59164,17,1,2,,,2,,,,,,,,
2,5,517,2,1424,59165,1,1,1,3,,2,,,,,,,,
2,5,517,2,1424,59165,2,1,1,2,,2,,,,,,,,
2,5,517,2,1424,59165,3,1,1,1,,2,,,,,,,,
2,5,517,2,1424,59165,4,1,2,,,2,,,,,,,,
2,5,517,2,1424,59165,5,2,,,,,,,,,,,,
2,5,517,2,1424,59165,6,2,,,,,,,,,,,,
2,5,517,2,1424,59165,7,1,2,,,2,,,,,,,,
2,5,517,2,1424,59165,8,2,,,,,,,,,,,,
2,5,517,2,1424,59165,9,2,,,,,,,,,,,,
2,5,517,2,1424,59165,10,2,,,,,,,,,,,,
2,5,517,2,1424,59168,1,1,1,1,,2,,,,,,,,
2,5,517,2,1424,59168,2,1,1,2,,2,,,,,,,,
2,5,517,2,1424,59168,3,1,2,,,2,,,,,,,,
2,5,517,2,1424,59168,4,1,1,2,,2,,,,,,,,
2,5,517,2,1424,59168,5,1,2,,,2,,,,,,,,
2,5,517,2,1424,59168,6,2,,,,,,,,,,,,
2,5,517,2,1424,59168,7,2,,,,,,,,,,,,
2,5,517,2,1424,59168,8,2,,,,,,,,,,,,
2,5,517,2,1424,59168,9,2,,,,,,,,,,,,
2,5,518,2,1788,59169,1,1,2,,,2,,,,,,,,
2,5,518,2,1788,59170,1,1,1,1,,2,,,,,,,,
2,5,518,2,1788,59170,2,1,1,2,,2,,,,,,,,
2,5,518,2,1788,59170,3,2,,,,,,,,,,,,
2,5,518,2,1788,59170,4,2,,,,,,,,,,,,
2,5,518,2,1788,59170,5,2,,,,,,,,,,,,
2,5,518,2,1788,59170,6,2,,,,,,,,,,,,
2,5,518,2,1788,59171,1,1,1,1,,1,1,0,0,0,0,0,0,
2,5,518,2,1788,59171,2,1,1,2,,2,,,,,,,,
2,5,518,2,1788,59171,3,1,1,2,,2,,,,,,,,
2,5,518,2,1788,59171,4,1,1,2,,2,,,,,,,,
2,5,518,2,1788,59171,5,2,,,,,,,,,,,,
2,5,518,2,1788,59172,1,1,1,3,,2,,,,,,,,
2,5,518,2,1788,59172,2,1,1,3,,2,,,,,,,,
2,5,518,2,1788,59173,1,1,1,1,,1,1,0,0,0,0,0,0,
2,5,518,2,1788,59173,2,1,1,1,,2,,,,,,,,
2,5,518,2,1788,59173,3,2,,,,,,,,,,,,
2,5,518,2,1788,59173,4,2,,,,,,,,,,,,
2,5,518,2,1788,59173,5,2,,,,,,,,,,,,
2,5,518,2,1788,59174,1,1,1,1,,2,,,,,,,,
2,5,518,2,1788,59174,2,1,1,1,,2,,,,,,,,
2,5,518,2,1788,59174,3,1,1,2,,2,,,,,,,,
2,5,518,2,1788,59174,4,1,1,2,,2,,,,,,,,
2,5,518,2,1788,59174,5,2,,,,,,,,,,,,
2,5,518,2,1788,59174,6,2,,,,,,,,,,,,
2,5,518,2,1788,59174,7,1,1,2,,2,,,,,,,,
2,5,518,2,1788,59174,8,1,1,2,,2,,,,,,,,
2,5,518,2,1788,59174,9,2,,,,,,,,,,,,
2,5,518,2,1788,59174,10,2,,,,,,,,,,,,
2,5,518,2,1788,59174,11,2,,,,,,,,,,,,
2,5,518,2,1788,59174,12,2,,,,,,,,,,,,
2,5,518,2,1788,59175,1,1,1,2,,2,,,,,,,,
2,5,518,2,1788,59175,2,1,1,2,,2,,,,,,,,
2,5,518,2,1788,59175,3,1,2,,,2,,,,,,,,
2,5,518,2,1788,59175,4,1,1,2,,2,,,,,,,,
2,5,518,2,1788,59175,5,1,1,2,,2,,,,,,,,
2,5,518,2,1788,59175,6,2,,,,,,,,,,,,
2,5,518,2,1788,59175,7,1,1,2,,2,,,,,,,,
2,5,518,2,1788,59175,8,1,1,1,,2,,,,,,,,
2,5,518,2,1788,59175,9,1,1,1,,2,,,,,,,,
2,5,518,2,1788,59175,10,2,,,,,,,,,,,,
2,5,518,2,1788,59175,11,2,,,,,,,,,,,,
2,5,518,2,1788,59176,1,1,1,1,,2,,,,,,,,
2,5,518,2,1788,59176,2,1,1,2,,2,,,,,,,,
2,5,518,2,1788,59176,3,2,,,,,,,,,,,,
2,5,518,2,1788,59176,4,2,,,,,,,,,,,,
2,5,518,2,1788,59176,5,1,1,2,,2,,,,,,,,
2,5,518,2,1788,59176,6,2,,,,,,,,,,,,
