"zone","state","lga","sector","ea","hhid","indiv","s4bq1","s4bq8","s4bq9","s4bq9_os","s4bq14","s4bq15__1","s4bq15__2","s4bq15__3","s4bq15__4","s4bq15__5","s4bq15__6","s4bq15__n96","s4bq15_os"
4,1,115,1,670,10001,1,1,1,1,,1,1,0,0,0,0,0,0,
4,1,115,1,670,10001,2,1,1,1,,1,1,0,0,0,0,0,0,
4,1,115,1,670,10001,3,1,1,2,,2,,,,,,,,
4,1,115,1,670,10001,4,1,1,1,,2,,,,,,,,
4,1,115,1,670,10001,8,2,,,,,,,,,,,,
4,1,115,1,670,10001,9,2,,,,,,,,,,,,
4,1,115,1,670,10002,1,1,1,1,,1,1,0,0,0,0,0,0,
4,1,115,1,670,10002,2,1,1,1,,1,1,0,0,0,0,0,0,
4,1,115,1,670,10002,3,1,2,,,2,,,,,,,,
4,1,115,1,670,10002,8,2,,,,,,,,,,,,
4,1,115,1,670,10002,9,2,,,,,,,,,,,,
4,1,115,1,670,10003,1,1,1,1,,2,,,,,,,,
4,1,115,1,670,10003,2,1,1,1,,1,1,0,0,0,0,0,0,
4,1,115,1,670,10003,3,1,1,1,,1,1,0,0,0,0,1,0,
4,1,115,1,670,10003,4,1,1,1,,1,1,0,0,0,1,0,0,
4,1,115,1,670,10003,5,1,1,1,,1,1,0,0,0,0,0,0,
4,1,115,1,670,10003,6,1,1,2,,2,,,,,,,,
4,1,115,1,670,10004,1,1,1,1,,1,1,0,0,0,0,0,0,
4,1,115,1,670,10004,2,1,1,1,,1,1,0,0,0,0,0,0,
4,1,115,1,670,10004,3,1,1,1,,1,1,0,0,0,0,0,0,
4,1,115,1,670,10004,5,1,1,1,,2,,,,,,,,
4,1,115,1,670,10005,1,1,1,1,,1,1,0,0,0,0,0,0,
4,1,115,1,670,10005,2,1,1,1,,1,1,0,0,0,0,0,0,
4,1,115,1,670,10005,3,1,1,1,,1,1,0,0,0,0,0,0,
4,1,115,1,670,10005,4,1,1,2,,2,,,,,,,,
4,1,115,1,670,10005,5,1,1,2,,2,,,,,,,,
4,1,115,1,670,10005,7,2,,,,,,,,,,,,
4,1,115,1,670,10008,1,1,1,1,,2,,,,,,,,
4,1,115,1,670,10008,2,1,1,1,,2,,,,,,,,
4,1,115,1,670,10008,4,1,1,1,,1,1,0,0,0,0,0,0,
4,1,115,1,670,10008,5,1,1,1,,1,1,0,0,0,0,0,0,
4,1,115,1,670,10008,6,1,1,1,,1,1,0,0,0,0,0,0,
4,1,115,1,670,10008,7,1,1,1,,1,1,0,0,0,0,0,0,
4,1,115,1,670,10008,8,2,,,,,,,,,,,,
4,1,105,2,0,10009,1,1,1,1,,1,1,0,0,0,0,0,0,
4,1,105,2,0,10009,2,1,1,1,,1,1,0,0,0,0,0,0,
4,1,105,2,0,10009,3,2,,,,,,,,,,,,
4,1,105,2,0,10009,5,2,,,,,,,,,,,,
4,1,105,2,0,10009,6,1,1,2,,2,,,,,,,,
4,1,105,2,0,10009,7,2,,,,,,,,,,,,
4,1,105,2,0,10009,8,2,,,,,,,,,,,,
4,1,115,1,670,10010,1,1,1,1,,1,1,0,0,0,0,0,0,
4,1,115,1,670,10010,2,1,1,1,,1,1,0,0,0,0,0,0,
4,1,115,1,670,10010,3,1,1,1,,1,1,0,0,0,0,0,0,
4,1,115,1,670,10010,4,1,1,1,,1,1,0,0,0,0,0,0,
4,1,111,1,1146,10031,1,1,1,1,,2,,,,,,,,
4,1,111,1,1146,10031,2,1,1,1,,2,,,,,,,,
4,1,111,1,1146,10031,3,1,2,,,2,,,,,,,,
4,1,111,1,1146,10031,4,1,2,,,2,,,,,,,,
4,1,111,1,1146,10031,5,2,,,,,,,,,,,,
4,1,111,1,1146,10032,1,1,1,1,,2,,,,,,,,
4,1,111,1,1146,10032,2,1,1,1,,2,,,,,,,,
4,1,111,1,1146,10032,3,1,1,1,,1,1,0,0,0,0,0,0,
4,1,111,1,1146,10033,1,1,1,1,,1,1,0,0,0,0,0,0,
4,1,111,1,1146,10033,2,1,1,1,,1,1,0,0,0,0,0,0,
4,1,111,1,1146,10034,2,1,1,1,,2,,,,,,,,
4,1,111,1,1146,10034,5,1,1,1,,1,1,0,0,0,0,0,0,
4,1,111,1,1146,10034,7,1,1,1,,1,1,0,0,0,0,0,0,
4,1,111,1,1146,10034,8,1,1,1,,1,1,0,0,0,0,0,0,
4,1,111,1,1146,10034,9,1,1,1,,2,,,,,,,,
4,1,111,1,1146,10034,10,1,1,1,,1,0,1,0,0,0,0,0,
4,1,111,1,1146,10034,11,1,1,1,,1,1,0,0,0,0,0,0,
4,1,111,1,1146,10034,12,1,1,1,,1,1,0,0,0,0,0,0,
4,1,111,1,1146,10035,1,1,1,1,,2,,,,,,,,
4,1,111,1,1146,10035,2,1,1,1,,2,,,,,,,,
4,1,111,1,1146,10035,3,1,1,1,,1,1,0,0,0,0,0,0,
4,1,111,1,1146,10035,5,1,1,1,,1,1,0,0,0,1,0,0,
4,1,111,1,1146,10035,6,1,1,1,,1,1,0,0,0,0,0,0,
4,1,111,1,1146,10036,1,1,1,1,,2,,,,,,,,
4,1,111,1,1146,10036,2,1,1,1,,2,,,,,,,,
4,1,111,1,1146,10036,3,1,1,1,,1,1,0,0,0,0,0,0,
4,1,111,1,1146,10036,4,1,1,1,,2,,,,,,,,
4,1,111,1,1146,10036,5,1,1,1,,1,1,0,0,0,0,0,0,
4,1,111,1,1146,10036,7,1,1,1,,2,,,,,,,,
4,1,111,1,1146,10037,1,1,2,,,1,0,0,1,0,0,0,0,
4,1,111,1,1146,10037,2,1,1,1,,2,,,,,,,,
4,1,111,1,1146,10037,3,1,1,1,,1,1,0,0,0,0,0,0,
4,1,111,1,1146,10038,1,1,1,1,,2,,,,,,,,
4,1,111,1,1146,10038,2,1,1,1,,2,,,,,,,,
4,1,111,1,1146,10038,3,1,1,1,,1,1,0,0,0,0,0,0,
4,1,111,1,1146,10038,4,1,1,1,,2,,,,,,,,
4,1,111,1,1146,10038,5,1,2,,,2,,,,,,,,
4,1,111,1,1146,10038,9,2,,,,,,,,,,,,
4,1,111,1,1146,10040,1,1,1,1,,1,1,0,0,0,0,0,0,
4,1,102,1,1690,10051,2,1,1,1,,2,,,,,,,,
4,1,102,1,1690,10051,3,1,1,1,,2,,,,,,,,
4,1,102,1,1690,10051,4,2,,,,,,,,,,,,
4,1,102,1,1690,10051,5,2,,,,,,,,,,,,
4,14,1412,2,0,10052,1,1,1,1,,2,,,,,,,,
4,14,1412,2,0,10052,2,1,1,1,,2,,,,,,,,
4,14,1412,2,0,10052,3,1,1,2,,2,,,,,,,,
4,14,1412,2,0,10052,4,1,1,2,,2,,,,,,,,
4,14,1412,2,0,10052,5,1,1,2,,2,,,,,,,,
4,14,1412,2,0,10052,6,2,,,,,,,,,,,,
4,14,1412,2,0,10052,7,2,,,,,,,,,,,,
4,1,102,1,1690,10053,1,1,1,1,,2,,,,,,,,
4,1,102,1,1690,10053,2,1,1,1,,2,,,,,,,,
4,1,102,1,1690,10053,4,1,2,,,2,,,,,,,,
4,1,102,1,1690,10054,1,1,1,1,,2,,,,,,,,
4,1,102,1,1690,10054,2,1,1,1,,1,1,0,0,0,0,0,0,
4,1,102,1,1690,10054,5,1,1,1,,1,1,0,0,0,0,0,0,
4,1,102,1,0,10055,1,1,1,1,,2,,,,,,,,
4,1,102,1,0,10055,2,1,1,1,,2,,,,,,,,
4,1,102,1,0,10055,3,1,1,1,,1,1,0,0,0,0,0,0,
4,1,102,1,0,10055,4,1,2,,,2,,,,,,,,
4,1,102,1,0,10055,5,1,1,1,,2,,,,,,,,
4,1,102,1,1690,10056,1,1,1,1,,2,,,,,,,,
4,1,102,1,1690,10056,3,1,1,1,,2,,,,,,,,
4,1,102,1,1690,10057,1,1,1,1,,2,,,,,,,,
4,1,102,1,1690,10057,2,1,1,1,,2,,,,,,,,
4,1,102,1,1690,10057,4,1,1,1,,2,,,,,,,,
4,1,102,1,1690,10057,5,1,1,1,,2,,,,,,,,
4,1,102,1,1690,10057,6,1,1,2,,2,,,,,,,,
4,1,102,1,1690,10058,1,1,1,1,,2,,,,,,,,
4,1,102,1,1690,10058,2,1,2,,,2,,,,,,,,
4,1,102,1,1690,10058,4,1,1,1,,2,,,,,,,,
4,1,102,1,1690,10058,5,1,1,1,,2,,,,,,,,
4,1,102,1,1690,10058,6,1,1,1,,2,,,,,,,,
4,1,102,1,1690,10059,1,1,1,1,,1,1,0,0,0,0,0,0,
4,1,102,1,1690,10059,2,1,1,1,,2,,,,,,,,
4,1,102,1,1690,10059,3,1,1,1,,2,,,,,,,,
4,1,102,1,1690,10060,1,1,1,1,,2,,,,,,,,
4,1,102,1,1690,10060,2,1,1,1,,2,,,,,,,,
4,1,102,1,1690,10060,3,1,1,1,,1,1,0,0,0,0,0,0,
4,1,102,1,1690,10060,4,1,1,1,,1,1,0,0,0,0,0,0,
4,1,102,1,1690,10060,5,2,,,,,,,,,,,,
4,1,102,1,1690,10060,6,2,,,,,,,,,,,,
4,1,107,2,1044,10061,1,1,1,1,,2,,,,,,,,
4,1,107,2,1044,10061,2,1,1,1,,2,,,,,,,,
4,1,107,2,1044,10061,3,1,2,,,2,,,,,,,,
4,1,107,2,1044,10061,4,1,2,,,2,,,,,,,,
4,1,107,2,1044,10061,5,1,2,,,2,,,,,,,,
4,1,107,2,1044,10061,6,1,2,,,2,,,,,,,,
4,1,107,2,1044,10061,7,1,2,,,2,,,,,,,,
4,1,107,2,1044,10061,8,2,,,,,,,,,,,,
4,1,107,2,1044,10062,1,1,1,1,,2,,,,,,,,
4,1,107,2,1044,10062,4,1,2,,,2,,,,,,,,
4,1,107,2,1044,10063,6,1,2,,,2,,,,,,,,
4,1,107,2,1044,10063,7,1,1,1,,2,,,,,,,,
4,1,107,2,1044,10063,10,1,2,,,2,,,,,,,,
4,1,107,2,1044,10063,12,1,1,1,,2,,,,,,,,
4,1,107,2,1044,10063,13,1,2,,,2,,,,,,,,
4,1,107,2,1044,10064,1,1,1,1,,1,0,0,0,0,1,0,0,
4,1,107,2,1044,10064,2,1,1,1,,2,,,,,,,,
4,1,107,2,1044,10064,4,1,1,1,,1,1,0,0,0,0,0,0,
4,1,107,2,1044,10064,5,1,2,,,2,,,,,,,,
4,1,107,2,1044,10064,6,1,2,,,2,,,,,,,,
4,1,107,2,1044,10064,7,2,,,,,,,,,,,,
4,1,102,1,0,10065,2,1,1,1,,2,,,,,,,,
4,1,102,1,0,10065,3,1,1,1,,1,0,0,0,0,1,0,0,
4,1,102,1,0,10065,5,1,1,1,,1,0,0,0,0,1,0,0,
4,1,102,1,0,10065,6,1,1,1,,1,0,0,0,0,1,0,0,
4,1,102,1,0,10065,7,1,1,1,,1,0,0,0,0,1,0,0,
4,1,102,1,0,10065,8,1,1,1,,2,,,,,,,,
4,1,102,1,0,10065,9,2,,,,,,,,,,,,
4,1,107,2,1044,10066,2,1,1,1,,1,0,0,1,0,0,0,0,
4,1,107,2,1044,10066,3,1,1,1,,1,1,0,0,0,0,0,0,
4,1,107,2,1044,10066,4,1,1,1,,1,1,0,0,0,0,0,0,
4,1,107,2,1044,10066,5,1,1,1,,1,1,0,0,0,0,0,0,
4,1,107,2,1044,10066,6,1,1,1,,1,1,0,0,0,0,0,0,
4,1,107,2,1044,10066,7,1,2,,,2,,,,,,,,
4,1,107,2,1044,10067,1,1,1,1,,2,,,,,,,,
4,1,107,2,1044,10067,2,1,2,,,2,,,,,,,,
4,1,107,2,1044,10067,6,1,2,,,2,,,,,,,,
4,1,107,2,1044,10067,7,2,,,,,,,,,,,,
4,1,107,2,1044,10068,2,1,2,,,2,,,,,,,,
4,1,107,2,1044,10068,3,1,1,1,,1,1,0,0,0,1,0,0,
4,1,107,2,1044,10068,4,1,2,,,2,,,,,,,,
4,1,107,2,1044,10068,6,2,,,,,,,,,,,,
4,1,107,2,1044,10068,7,2,,,,,,,,,,,,
4,1,107,2,1044,10069,1,1,2,,,2,,,,,,,,
4,1,107,2,1044,10069,13,1,1,1,,2,,,,,,,,
4,1,107,2,0,10070,2,1,1,1,,2,,,,,,,,
4,1,107,2,0,10070,10,2,,,,,,,,,,,,
4,1,117,2,560,10071,1,1,1,1,,1,1,0,0,0,0,0,0,
4,1,117,2,560,10071,2,1,1,1,,2,,,,,,,,
4,1,117,2,560,10071,3,1,2,,,1,0,1,0,0,0,0,0,
4,1,117,2,560,10071,4,1,2,,,1,0,1,0,0,0,0,0,
4,1,117,2,560,10071,5,2,,,,,,,,,,,,
4,1,117,2,560,10071,6,1,2,,,1,0,1,0,0,0,0,0,
4,1,117,2,560,10072,1,1,1,1,,1,1,0,0,0,0,0,0,
4,1,117,2,560,10072,2,1,1,1,,2,,,,,,,,
4,1,117,2,560,10072,3,1,1,1,,2,,,,,,,,
4,1,117,2,560,10072,4,1,2,,,1,0,1,0,0,0,0,0,
4,1,117,2,560,10072,5,1,2,,,1,0,1,0,0,0,0,0,
4,1,117,2,560,10072,6,2,,,,,,,,,,,,
4,1,117,2,560,10072,7,2,,,,,,,,,,,,
4,1,117,2,560,10072,8,2,,,,,,,,,,,,
4,1,117,2,560,10072,9,2,,,,,,,,,,,,
4,1,117,2,560,10072,10,2,,,,,,,,,,,,
4,1,117,2,560,10073,1,1,1,1,,2,,,,,,,,
4,1,117,2,560,10073,2,1,1,1,,1,1,0,0,0,0,0,0,
4,1,117,2,560,10073,3,1,1,1,,1,1,0,0,0,0,0,0,
4,1,117,2,560,10073,4,2,,,,,,,,,,,,
4,1,117,2,560,10073,5,2,,,,,,,,,,,,
4,1,117,2,560,10074,1,1,2,,,2,,,,,,,,
4,1,117,2,560,10074,2,1,1,1,,1,1,0,0,0,0,0,0,
4,1,117,2,560,10074,4,1,1,1,,2,,,,,,,,
4,1,117,2,560,10074,5,1,2,,,2,,,,,,,,
4,1,117,2,560,10074,6,2,,,,,,,,,,,,
4,1,117,2,560,10075,1,1,2,,,2,,,,,,,,
4,1,117,2,560,10075,2,2,,,,,,,,,,,,
4,1,117,2,560,10075,3,1,1,1,,2,,,,,,,,
4,1,117,2,560,10076,1,1,1,1,,2,,,,,,,,
4,1,117,2,560,10076,2,1,1,1,,2,,,,,,,,
4,1,117,2,560,10077,2,1,1,1,,2,,,,,,,,
4,1,117,2,560,10078,4,1,1,1,,2,,,,,,,,
4,1,117,2,560,10079,1,1,1,1,,2,,,,,,,,
4,1,117,2,560,10079,2,1,1,1,,2,,,,,,,,
4,1,117,2,560,10080,1,1,1,1,,2,,,,,,,,
4,1,117,2,560,10080,10,1,1,1,,2,,,,,,,,
4,1,117,2,560,10080,11,1,1,1,,2,,,,,,,,
4,1,117,2,560,10080,12,2,,,,,,,,,,,,
4,1,117,2,560,10080,13,1,2,,,2,,,,,,,,
4,1,117,2,560,10080,14,2,,,,,,,,,,,,
4,1,105,2,638,10091,2,1,1,1,,1,1,0,0,0,0,0,0,
4,1,105,2,638,10091,5,1,2,,,1,0,1,0,0,0,0,0,
4,1,105,2,638,10092,1,1,1,1,,1,1,0,0,0,0,0,0,
4,1,105,2,638,10092,2,1,1,1,,1,1,0,0,0,0,0,0,
4,1,105,2,638,10092,3,2,,,,,,,,,,,,
4,1,105,2,638,10092,4,2,,,,,,,,,,,,
5,3,322,2,0,10093,1,1,1,2,,2,,,,,,,,
5,3,322,2,0,10093,2,1,1,1,,2,,,,,,,,
5,3,322,2,0,10093,3,1,1,1,,2,,,,,,,,
5,3,322,2,0,10093,9,2,,,,,,,,,,,,
4,1,105,2,638,10094,1,1,1,1,,1,1,0,0,0,0,0,0,
4,1,105,2,638,10094,2,1,1,1,,1,1,0,0,0,0,0,0,
4,1,105,2,638,10094,3,1,2,,,1,0,1,0,0,0,0,0,
4,1,105,2,638,10094,4,1,2,,,1,0,1,0,0,0,0,0,
4,1,105,2,638,10094,5,1,2,,,1,0,1,0,0,0,0,0,
4,1,105,2,638,10094,6,2,,,,,,,,,,,,
4,1,105,2,638,10094,7,2,,,,,,,,,,,,
4,1,105,2,638,10096,3,1,2,,,2,,,,,,,,
4,1,105,2,638,10096,5,1,1,1,,2,,,,,,,,
4,1,105,2,638,10097,1,1,2,,,2,,,,,,,,
4,1,105,2,638,10097,2,1,1,1,,2,,,,,,,,
4,1,105,2,638,10097,4,1,2,,,2,,,,,,,,
4,1,105,2,638,10097,6,1,1,1,,1,1,0,0,0,0,0,0,
4,1,105,2,638,10097,7,1,1,3,,2,,,,,,,,
4,1,105,2,638,10097,8,1,1,1,,2,,,,,,,,
4,1,105,2,638,10098,2,1,1,1,,1,1,0,0,0,0,0,0,
4,1,105,2,638,10099,1,1,2,,,2,,,,,,,,
4,1,105,2,638,10100,1,1,2,,,2,,,,,,,,
4,1,105,2,638,10100,2,1,1,1,,2,,,,,,,,
4,1,108,2,904,10102,1,1,2,,,2,,,,,,,,
4,1,108,2,904,10103,1,1,1,1,,2,,,,,,,,
4,1,108,2,904,10103,2,1,1,1,,1,0,0,0,0,0,1,0,
4,1,108,2,904,10103,4,1,2,,,2,,,,,,,,
4,1,108,2,904,10103,7,1,2,,,2,,,,,,,,
4,1,108,2,904,10103,8,2,,,,,,,,,,,,
4,1,108,2,904,10103,9,2,,,,,,,,,,,,
4,1,108,2,904,10104,1,1,2,,,2,,,,,,,,
4,1,108,2,904,10105,1,1,1,1,,2,,,,,,,,
4,1,108,2,904,10105,2,1,1,2,,2,,,,,,,,
4,1,108,2,904,10105,4,1,1,2,,2,,,,,,,,
4,1,108,2,904,10106,1,1,2,,,2,,,,,,,,
4,1,108,2,904,10106,2,1,1,1,,2,,,,,,,,
4,1,108,2,904,10106,3,1,1,1,,2,,,,,,,,
4,1,108,2,904,10106,4,1,1,1,,2,,,,,,,,
4,1,108,2,904,10106,5,1,1,1,,2,,,,,,,,
4,1,108,2,904,10107,1,1,1,1,,1,1,0,0,0,0,0,0,
4,1,108,2,904,10107,4,1,1,1,,1,1,0,0,0,0,0,0,
4,1,108,2,904,10107,5,1,1,1,,1,1,0,0,0,0,0,0,
4,1,108,2,904,10107,6,1,1,1,,1,1,0,0,0,0,0,0,
4,1,108,2,904,10107,7,1,1,1,,2,,,,,,,,
4,1,108,2,904,10107,8,1,2,,,2,,,,,,,,
4,1,108,2,904,10108,2,1,1,2,,2,,,,,,,,
4,1,108,2,904,10108,3,1,1,1,,1,1,0,0,0,0,0,0,
4,1,108,2,904,10108,4,1,1,1,,2,,,,,,,,
4,1,108,2,904,10108,5,2,,,,,,,,,,,,
4,1,108,2,904,10109,1,1,1,1,,1,1,0,0,0,0,0,0,
4,1,108,2,904,10109,2,1,1,1,,1,1,0,0,0,0,0,0,
4,1,108,2,904,10109,4,1,1,1,,1,1,0,0,0,0,0,0,
4,1,108,2,904,10109,5,1,1,1,,1,1,0,0,0,0,0,0,
4,1,108,2,904,10109,6,1,1,1,,1,1,0,0,0,0,0,0,
4,1,108,2,904,10109,7,1,1,1,,1,1,0,0,0,0,0,0,
4,1,108,2,904,10109,10,1,1,1,,1,1,0,0,0,0,0,0,
4,1,108,2,904,10110,1,1,1,2,,2,,,,,,,,
4,1,108,2,904,10110,2,1,1,2,,2,,,,,,,,
4,1,108,2,904,10110,4,1,1,1,,2,,,,,,,,
4,1,108,2,904,10110,6,2,,,,,,,,,,,,
4,1,108,2,904,10110,7,1,1,2,,2,,,,,,,,
4,1,108,2,904,10110,8,2,,,,,,,,,,,,
4,1,108,2,904,10110,9,2,,,,,,,,,,,,
4,1,108,2,904,10110,10,2,,,,,,,,,,,,
4,1,102,1,46,19001,1,1,1,1,,1,1,0,0,0,0,0,0,
4,1,102,1,46,19001,2,1,1,1,,1,1,0,0,0,0,0,0,
4,1,102,1,46,19001,3,1,1,1,,2,,,,,,,,
4,1,102,1,46,19001,4,2,,,,,,,,,,,,
4,1,102,1,46,19002,1,1,1,1,,1,1,0,0,0,0,0,0,
4,1,102,1,46,19002,2,1,1,1,,1,1,0,0,0,0,0,0,
4,1,102,1,46,19002,3,1,1,1,,2,,,,,,,,
4,1,102,1,46,19002,4,1,2,,,2,,,,,,,,
4,1,102,1,46,19005,1,1,1,1,,1,1,0,0,0,0,0,0,
4,1,102,1,46,19005,2,1,1,1,,1,1,0,0,0,0,0,0,
4,1,102,1,46,19005,3,1,2,,,2,,,,,,,,
4,1,102,1,46,19005,4,1,2,,,2,,,,,,,,
4,1,102,1,46,19005,5,2,,,,,,,,,,,,
4,1,102,1,46,19005,6,2,,,,,,,,,,,,
4,1,102,1,46,19006,1,1,1,1,,2,,,,,,,,
4,1,102,1,46,19006,2,1,1,2,,1,0,0,0,0,1,0,0,
4,1,102,1,46,19006,3,2,,,,,,,,,,,,
4,1,102,1,46,19006,4,2,,,,,,,,,,,,
4,1,102,1,46,19007,1,1,1,1,,2,,,,,,,,
4,1,102,1,46,19008,1,1,1,1,,2,,,,,,,,
4,1,102,1,46,19008,2,1,1,1,,2,,,,,,,,
4,1,102,1,46,19009,1,1,1,1,,2,,,,,,,,
4,1,102,1,46,19009,2,1,1,1,,2,,,,,,,,
4,1,102,1,46,19009,3,1,1,1,,2,,,,,,,,
4,1,102,1,46,19009,4,1,1,1,,2,,,,,,,,
4,1,102,1,46,19010,1,1,1,1,,2,,,,,,,,
4,1,102,1,46,19010,2,1,1,1,,2,,,,,,,,
4,1,102,1,46,19010,3,1,2,,,2,,,,,,,,
4,1,102,1,46,19012,1,1,1,1,,2,,,,,,,,
4,1,102,1,46,19012,2,1,1,1,,2,,,,,,,,
4,1,102,1,46,19012,3,1,1,1,,2,,,,,,,,
4,1,102,1,46,19012,4,1,1,1,,2,,,,,,,,
4,1,102,1,806,19014,1,1,1,1,,1,1,0,0,0,0,0,0,
4,1,102,1,806,19014,2,1,2,,,2,,,,,,,,
4,1,102,1,806,19015,1,1,1,1,,2,,,,,,,,
4,1,102,1,806,19015,2,1,2,,,2,,,,,,,,
4,1,102,1,806,19015,3,2,,,,,,,,,,,,
4,1,102,1,806,19015,4,2,,,,,,,,,,,,
4,1,102,1,806,19015,5,2,,,,,,,,,,,,
4,1,102,1,806,19015,6,2,,,,,,,,,,,,
4,1,102,1,806,19017,1,1,1,1,,2,,,,,,,,
4,1,102,1,806,19017,2,1,1,1,,2,,,,,,,,
4,1,102,1,806,19017,3,1,1,2,,2,,,,,,,,
4,1,102,1,806,19017,4,2,,,,,,,,,,,,
4,1,102,1,806,19017,5,2,,,,,,,,,,,,
4,1,102,1,806,19017,6,2,,,,,,,,,,,,
4,1,102,1,806,19017,7,2,,,,,,,,,,,,
4,1,102,1,806,19018,1,1,1,1,,2,,,,,,,,
4,1,102,1,806,19018,2,1,1,1,,2,,,,,,,,
4,1,102,1,806,19018,3,1,1,1,,2,,,,,,,,
4,1,102,1,806,19018,4,2,,,,,,,,,,,,
4,1,102,1,806,19018,5,2,,,,,,,,,,,,
4,1,102,1,806,19019,1,1,1,1,,2,,,,,,,,
4,1,102,1,806,19019,2,1,1,1,,2,,,,,,,,
4,1,102,1,806,19020,1,1,1,1,,1,0,0,0,0,1,0,0,
4,1,102,1,806,19020,2,1,1,1,,2,,,,,,,,
4,1,102,1,806,19020,3,1,1,2,,2,,,,,,,,
4,1,102,1,806,19020,4,2,,,,,,,,,,,,
4,1,102,1,806,19020,5,2,,,,,,,,,,,,
4,1,102,1,806,19023,1,1,1,1,,2,,,,,,,,
4,1,102,1,806,19023,2,1,1,1,,2,,,,,,,,
4,1,102,1,806,19023,3,1,1,1,,2,,,,,,,,
4,1,102,1,806,19023,4,1,1,1,,1,1,0,0,0,0,0,0,
4,1,102,1,806,19023,5,1,2,,,2,,,,,,,,
4,1,102,1,806,19023,6,1,1,1,,2,,,,,,,,
4,1,102,1,806,19024,1,1,1,1,,2,,,,,,,,
4,1,102,1,806,19024,2,1,1,1,,2,,,,,,,,
4,1,102,1,806,19024,3,1,1,1,,2,,,,,,,,
4,1,102,1,806,19024,4,1,1,1,,2,,,,,,,,
4,1,102,1,806,19024,5,1,2,,,2,,,,,,,,
4,1,102,1,806,19024,6,2,,,,,,,,,,,,
4,1,102,1,806,19024,7,2,,,,,,,,,,,,
4,1,102,1,2486,19025,1,1,1,1,,1,1,0,0,0,0,0,0,
4,1,102,1,2486,19025,2,1,1,1,,2,,,,,,,,
4,1,102,1,2486,19025,3,1,1,1,,1,1,0,0,0,0,0,0,
4,1,102,1,2486,19025,4,1,1,1,,1,1,0,0,0,0,0,0,
4,1,102,1,2486,19025,5,1,1,1,,1,1,0,0,0,0,0,0,
4,1,102,1,2486,19025,6,1,1,1,,1,1,0,0,0,0,0,0,
4,1,102,1,2486,19025,7,1,1,1,,2,,,,,,,,
4,1,102,1,2486,19025,8,2,,,,,,,,,,,,
4,1,102,1,2486,19025,9,2,,,,,,,,,,,,
4,1,102,1,2486,19026,1,1,1,1,,2,,,,,,,,
4,1,102,1,2486,19026,2,1,1,1,,2,,,,,,,,
4,1,102,1,2486,19026,3,1,1,1,,1,1,0,0,0,0,0,0,
4,1,102,1,2486,19026,4,1,1,1,,1,1,0,0,0,0,0,0,
4,1,102,1,2486,19026,5,1,1,1,,1,1,0,0,0,0,0,0,
4,1,102,1,2486,19026,6,1,1,1,,1,1,0,0,0,0,0,0,
4,1,102,1,2486,19026,7,1,2,,,2,,,,,,,,
4,1,102,1,2486,19029,1,1,1,1,,2,,,,,,,,
4,1,102,1,2486,19029,2,1,1,1,,2,,,,,,,,
4,1,102,1,2486,19031,1,1,1,1,,2,,,,,,,,
4,1,102,1,2486,19031,2,1,1,1,,2,,,,,,,,
4,1,102,1,2486,19031,3,1,1,1,,1,1,0,0,0,1,0,0,
4,1,102,1,2486,19031,4,1,1,1,,1,1,0,0,0,1,0,0,
4,1,102,1,2486,19031,5,2,,,,,,,,,,,,
4,1,102,1,2486,19032,1,1,1,1,,1,1,0,0,0,0,0,0,
4,1,102,1,2486,19032,2,1,1,1,,2,,,,,,,,
4,1,102,1,2486,19032,3,1,1,1,,2,,,,,,,,
4,1,102,1,2486,19032,4,1,2,,,2,,,,,,,,
4,1,102,1,2486,19032,5,2,,,,,,,,,,,,
4,1,102,1,2486,19032,6,2,,,,,,,,,,,,
4,1,102,1,2486,19033,1,1,1,1,,2,,,,,,,,
4,1,102,1,2486,19033,2,1,1,1,,2,,,,,,,,
4,1,102,1,2486,19033,3,1,1,1,,2,,,,,,,,
4,1,102,1,2486,19033,4,1,1,1,,1,1,0,0,0,0,0,0,
4,1,102,1,2486,19034,1,1,1,1,,2,,,,,,,,
4,1,102,1,2486,19034,2,1,1,1,,2,,,,,,,,
4,1,102,1,2486,19034,3,2,,,,,,,,,,,,
4,1,102,1,2486,19034,4,2,,,,,,,,,,,,
4,1,102,1,2486,19034,5,2,,,,,,,,,,,,
4,1,102,1,2486,19035,1,1,1,1,,1,1,0,0,0,0,0,0,
4,1,102,1,2486,19035,2,1,1,1,,2,,,,,,,,
4,1,102,1,2486,19035,3,2,,,,,,,,,,,,
4,1,102,1,2486,19035,4,2,,,,,,,,,,,,
4,1,102,1,2486,19036,1,1,1,1,,2,,,,,,,,
4,1,102,1,2486,19036,2,1,1,1,,2,,,,,,,,
4,1,102,1,2486,19036,3,2,,,,,,,,,,,,
4,1,102,1,2486,19036,4,2,,,,,,,,,,,,
4,1,104,2,412,19037,1,1,1,1,,1,1,0,0,0,0,0,0,
4,1,104,2,412,19037,2,1,1,1,,1,1,0,0,0,0,0,0,
4,1,104,2,412,19037,3,1,1,2,,1,0,1,0,0,0,0,0,
4,1,104,2,412,19037,4,2,,,,,,,,,,,,
4,1,104,2,412,19038,1,1,1,1,,1,1,0,0,0,0,0,0,
4,1,104,2,412,19039,1,1,2,,,1,0,1,0,0,0,0,0,
4,1,104,2,412,19039,2,1,1,1,,1,1,0,0,0,0,0,0,
