"zone","state","lga","sector","ea","cluster_id","serial_id","c01q02","c01q03","c01q04a","c01q04b","c01q04_os","c01q05","c01q06"
1,26,2609,2,204,"2609-204",5,1,32,12,,,32,34
1,26,2609,2,204,"2609-204",6,1,40,7,,,40,41
1,26,2609,2,204,"2609-204",7,1,54,10,,,54,42
1,26,2609,2,204,"2609-204",8,2,34,8,,,34,51
1,26,2611,2,424,"2611-424",1,1,70,1,,,70,51
1,26,2611,2,424,"2611-424",2,1,45,8,,,45,16
1,26,2611,2,424,"2611-424",3,1,50,8,,,50,16
1,26,2611,2,424,"2611-424",4,1,32,3,,,32,26
1,26,2611,2,424,"2611-424",5,1,60,9,,,60,51
1,26,2611,2,424,"2611-424",6,1,35,5,,,35,34
1,26,2611,2,424,"2611-424",7,1,40,6,,,40,41
1,26,2611,2,424,"2611-424",8,2,30,8,,,30,16
1,26,2613,2,1462,"2613-1462",1,1,68,1,,,68,51
1,26,2613,2,1462,"2613-1462",2,1,55,3,,,55,26
1,26,2613,2,1462,"2613-1462",3,1,58,9,,,58,51
1,26,2613,2,1462,"2613-1462",4,1,49,8,,,49,51
1,26,2613,2,1462,"2613-1462",5,1,40,12,,,40,41
1,26,2613,2,1462,"2613-1462",6,2,42,4,,,42,34
1,26,2613,2,1462,"2613-1462",7,2,38,5,,,14,34
1,26,2613,2,1462,"2613-1462",8,2,30,8,,,30,26
1,26,2615,2,2196,"2615-2196",1,1,45,1,,,45,26
1,26,2615,2,2196,"2615-2196",2,1,60,3,,,60,16
1,26,2615,2,2196,"2615-2196",3,1,58,8,,,58,51
1,26,2615,2,2196,"2615-2196",4,1,75,8,,,58,51
1,26,2615,2,2196,"2615-2196",5,1,52,8,,,52,51
1,26,2615,2,2196,"2615-2196",6,1,36,5,,,36,34
1,26,2615,2,2196,"2615-2196",7,1,75,1,,,75,51
1,26,2615,2,556,"2615-556",1,1,30,1,,,30,26
1,26,2615,2,556,"2615-556",2,1,55,8,,,55,51
1,26,2615,2,556,"2615-556",3,1,65,8,,,65,51
1,26,2615,2,556,"2615-556",4,1,54,7,,,54,41
1,26,2615,2,556,"2615-556",5,1,65,9,,,65,51
1,26,2615,2,556,"2615-556",6,1,52,5,,,52,34
1,26,2615,2,556,"2615-556",7,1,27,7,,,27,41
1,26,2616,2,254,"2616-254",1,1,65,1,,,65,16
1,26,2616,2,254,"2616-254",2,1,70,9,,,70,51
1,26,2616,2,254,"2616-254",3,1,65,6,,,65,16
1,26,2616,2,254,"2616-254",4,1,77,8,,,77,51
1,26,2616,2,254,"2616-254",5,1,47,6,,,47,16
1,26,2616,2,254,"2616-254",6,1,51,12,,,51,26
1,26,2616,2,254,"2616-254",7,1,52,4,,,52,34
1,26,2616,2,254,"2616-254",8,1,32,3,,,32,41
1,26,2616,2,584,"2616-584",1,1,65,1,,,65,16
1,26,2616,2,584,"2616-584",2,1,55,6,,,55,41
1,26,2616,2,584,"2616-584",3,1,58,8,,,58,51
1,26,2616,2,584,"2616-584",4,1,45,9,,,45,51
1,26,2616,2,584,"2616-584",5,1,38,3,,,38,26
1,26,2616,2,584,"2616-584",6,2,45,8,,,45,51
1,26,2616,2,584,"2616-584",7,2,35,2,,,35,51
1,26,2616,2,584,"2616-584",8,1,40,12,,,40,16
1,26,2620,2,590,"2620-590",1,1,60,1,,,60,51
1,26,2620,2,590,"2620-590",2,1,55,3,,,55,26
1,26,2620,2,590,"2620-590",3,1,50,9,,,50,51
1,26,2620,2,590,"2620-590",4,1,42,6,,,42,41
1,26,2620,2,590,"2620-590",5,1,38,5,,,38,26
1,26,2620,2,590,"2620-590",6,1,30,7,,,30,41
1,26,2620,2,590,"2620-590",7,2,45,8,,,45,26
1,26,2620,2,590,"2620-590",8,1,45,4,,,45,34
1,26,2624,2,118,"2624-118",1,1,43,1,,,43,41
1,26,2624,2,118,"2624-118",2,1,35,3,,,35,23
1,26,2624,2,118,"2624-118",3,1,52,4,,,52,42
1,26,2624,2,118,"2624-118",4,1,60,9,,,60,51
1,26,2624,2,118,"2624-118",5,1,43,7,,,43,42
1,26,2624,2,118,"2624-118",6,1,44,10,,,44,41
1,26,2624,2,118,"2624-118",7,1,32,12,,,32,34
1,26,2624,2,118,"2624-118",8,1,50,8,,,50,26
1,26,2624,2,118,"2624-118",9,2,35,8,,,35,23
6,27,2701,1,506,"2701-506",1,1,63,1,,,40,25
6,27,2701,1,506,"2701-506",2,1,51,3,,,5,16
6,27,2701,1,506,"2701-506",3,1,46,6,,,38,0
6,27,2701,1,506,"2701-506",4,2,57,11,,"WOMEN LEADER",40,16
6,27,2701,1,506,"2701-506",5,2,62,8,,,35,0
6,27,2701,1,506,"2701-506",6,1,34,12,,,34,42
6,27,2701,1,506,"2701-506",7,2,30,7,,,7,23
6,27,2701,1,506,"2701-506",8,1,42,9,,,32,26
6,27,2703,1,1076,"2703-1076",1,1,69,1,,,23,16
6,27,2703,1,1076,"2703-1076",2,2,61,8,,,9,26
6,27,2703,1,1076,"2703-1076",3,2,40,5,,,21,34
6,27,2703,1,1076,"2703-1076",4,1,38,12,,,11,41
6,27,2703,1,1076,"2703-1076",5,1,47,9,,,15,26
6,27,2703,1,1076,"2703-1076",6,2,58,11,,"Women leader",28,16
6,27,2703,1,1612,"2703-1612",1,1,85,1,,,32,16
6,27,2703,1,1612,"2703-1612",2,1,53,3,,,44,26
6,27,2703,1,1612,"2703-1612",3,1,54,7,,,32,41
6,27,2703,1,1612,"2703-1612",4,1,56,8,,,52,31
6,27,2703,1,1612,"2703-1612",5,2,44,9,,,31,26
6,27,2703,1,1612,"2703-1612",7,1,35,12,,,30,42
6,27,2703,1,1612,"2703-1612",8,2,43,11,,"P.R.O",35,26
6,27,2705,2,568,"2705-568",1,1,58,11,,"BAALE  ILU",12,16
6,27,2705,2,568,"2705-568",2,2,54,11,,"WOMEN  LEADER",24,0
6,27,2705,2,568,"2705-568",3,1,35,12,,,4,16
6,27,2705,2,568,"2705-568",4,1,75,1,,,43,16
6,27,2705,2,568,"2705-568",5,1,67,7,,,13,41
6,27,2705,2,568,"2705-568",6,1,63,9,,,2,43
6,27,2705,2,568,"2705-568",7,2,36,5,,,6,34
6,27,2706,2,362,"2706-362",1,1,68,11,,"BAALE  ILU",20,16
6,27,2706,2,362,"2706-362",2,1,72,3,,,72,0
6,27,2706,2,362,"2706-362",3,1,43,12,,,30,26
6,27,2706,2,362,"2706-362",4,1,70,1,,,70,22
6,27,2706,2,362,"2706-362",5,1,63,8,,,42,16
6,27,2706,2,362,"2706-362",6,2,61,8,,,40,16
6,27,2706,2,362,"2706-362",7,1,55,11,,"OTUN  BAALE",55,16
6,27,2706,2,362,"2706-362",8,2,42,11,,"Women leader",42,16
6,27,2711,2,1218,"2711-1218",1,1,78,1,,,27,16
6,27,2711,2,1218,"2711-1218",2,1,61,11,,"BALOGUN",32,28
6,27,2711,2,1218,"2711-1218",3,2,55,11,,"WOMEN  LEADER",26,22
6,27,2711,2,1218,"2711-1218",4,2,34,8,,,8,16
6,27,2711,2,1218,"2711-1218",5,1,58,3,,,27,16
6,27,2711,1,710,"2711-710",1,1,52,1,,,23,41
6,27,2711,1,710,"2711-710",2,2,58,8,,,12,26
6,27,2711,1,710,"2711-710",3,1,32,5,,,7,42
6,27,2711,1,710,"2711-710",4,1,45,10,,,19,41
6,27,2711,1,710,"2711-710",5,1,34,11,,"P.R.O",12,26
6,27,2711,1,710,"2711-710",6,2,43,7,,,6,42
6,27,2711,1,710,"2711-710",7,2,41,8,,,16,23
6,27,2712,2,110,"2712-110",1,1,60,1,,,60,16
6,27,2712,2,110,"2712-110",2,2,56,8,,,23,16
6,27,2712,2,110,"2712-110",3,1,41,7,,,6,41
6,27,2712,2,110,"2712-110",4,2,38,5,,,9,34
6,27,2712,2,110,"2712-110",5,1,48,12,,,18,41
6,27,2712,2,110,"2712-110",6,1,53,11,,"Transporter",22,16
6,27,2712,2,172,"2712-172",1,1,43,3,,,28,26
6,27,2712,2,172,"2712-172",2,2,74,11,,"IYALOJA",48,0
6,27,2712,2,172,"2712-172",3,1,63,11,,"TRANSPOTER",12,16
6,27,2712,2,172,"2712-172",4,1,39,5,,,5,41
6,27,2712,2,172,"2712-172",5,2,68,8,,,33,0
6,27,2712,2,172,"2712-172",6,1,42,12,,,23,42
6,27,2712,2,356,"2712-356",1,1,57,9,,,13,26
6,27,2712,2,356,"2712-356",2,1,62,8,,,29,41
6,27,2712,2,356,"2712-356",3,1,43,3,,,16,322
6,27,2712,2,356,"2712-356",4,2,38,12,,,12,41
6,27,2712,2,356,"2712-356",5,2,32,5,,,8,42
6,27,2712,2,356,"2712-356",6,2,40,7,,,10,42
6,27,2715,2,752,"2715-752",1,1,57,1,,,57,14
6,27,2715,2,752,"2715-752",2,1,64,3,,,28,0
6,27,2715,2,752,"2715-752",3,2,83,2,,,46,0
6,27,2715,2,752,"2715-752",4,1,30,6,,,13,16
6,27,2715,2,752,"2715-752",5,1,34,8,,,34,14
6,27,2715,2,752,"2715-752",6,2,56,11,,"Women leader",23,16
6,27,2715,2,864,"2715-864",1,1,84,1,,,12,33
6,27,2715,2,864,"2715-864",2,2,65,11,,"iyalode",36,16
6,27,2715,2,864,"2715-864",3,1,58,12,,,21,16
6,27,2715,2,864,"2715-864",4,1,75,3,,,23,28
6,27,2715,2,864,"2715-864",5,1,68,9,,,68,0
6,27,2715,2,864,"2715-864",6,1,55,8,,,28,16
6,27,2715,2,864,"2715-864",7,1,57,6,,,7,16
6,27,2716,2,44,"2716-44",1,1,63,11,,"Secetary for the Community",7,42
6,27,2716,2,44,"2716-44",2,2,70,11,,"Iya loja Opeji",50,0
6,27,2716,2,44,"2716-44",3,1,59,9,,,15,16
6,27,2716,2,44,"2716-44",4,2,48,11,,"women leader",6,16
6,27,2716,2,44,"2716-44",5,2,53,2,,,23,0
6,27,2716,2,44,"2716-44",6,1,38,12,,,15,16
6,27,2720,1,1048,"2720-1048",1,1,76,1,,,30,33
6,27,2720,1,1048,"2720-1048",2,2,70,8,,,16,28
6,27,2720,1,1048,"2720-1048",3,1,52,8,,,13,42
6,27,2720,1,1048,"2720-1048",4,2,41,4,,,8,42
6,27,2720,1,1048,"2720-1048",5,1,34,7,,,5,41
6,27,2720,1,1048,"2720-1048",6,1,48,9,,,15,26
6,27,2720,1,1836,"2720-1836",1,1,60,8,,,12,26
6,27,2720,1,1836,"2720-1836",2,1,52,9,,,12,26
6,27,2720,1,1836,"2720-1836",3,2,47,2,,,9,16
6,27,2720,1,1836,"2720-1836",4,1,55,10,,,6,42
6,27,2720,1,1836,"2720-1836",5,2,41,7,,,5,42
6,27,2720,1,1836,"2720-1836",6,2,47,11,,"Women  leader",8,321
6,27,2720,1,1836,"2720-1836",7,1,38,12,,,10,43
6,28,2801,1,760,"2801-760",1,1,35,1,11,"Applicant",25,34
6,28,2801,1,760,"2801-760",2,1,70,3,,,65,34
6,28,2801,1,760,"2801-760",3,1,60,3,,,40,43
6,28,2801,1,760,"2801-760",4,1,72,9,,,39,43
6,28,2801,1,760,"2801-760",5,1,45,11,,"Civil Servant",40,34
6,28,2801,1,760,"2801-760",6,2,38,3,8,,16,34
6,28,2801,1,760,"2801-760",7,2,29,2,,,18,26
6,28,2801,1,760,"2801-760",8,2,45,5,9,,18,51
6,28,2801,1,760,"2801-760",9,1,76,6,,,45,42
6,28,2804,1,340,"2804-340",1,1,61,1,7,,25,42
6,28,2804,1,340,"2804-340",2,1,90,3,,,2,16
6,28,2804,1,340,"2804-340",3,1,95,3,,,95,0
6,28,2804,1,340,"2804-340",4,2,73,8,,,40,0
6,28,2804,1,340,"2804-340",5,2,62,2,,,62,0
6,28,2804,1,340,"2804-340",6,1,58,3,11,"Secretary to Akua quaters,Akungba Akoko.",35,26
6,28,2805,2,498,"2805-498",1,1,62,1,,,20,26
6,28,2805,2,498,"2805-498",2,1,57,3,,,21,16
6,28,2805,2,498,"2805-498",3,1,68,6,9,,18,322
6,28,2805,2,498,"2805-498",4,1,48,3,12,,20,16
6,28,2805,2,498,"2805-498",5,2,45,2,,,20,41
6,28,2805,2,498,"2805-498",6,1,52,5,,,7,34
6,28,2805,2,498,"2805-498",7,2,45,8,,,21,26
6,28,2805,2,498,"2805-498",8,2,48,5,,,9,42
6,28,2805,2,498,"2805-498",9,1,50,6,,,22,26
6,28,2808,2,1494,"2808-1494",1,1,73,1,,,14,43
6,28,2808,2,1494,"2808-1494",2,1,89,3,,,69,0
6,28,2808,2,1494,"2808-1494",3,1,57,6,,,42,34
6,28,2808,2,1494,"2808-1494",4,1,57,3,6,,10,26
6,28,2808,2,1494,"2808-1494",5,2,56,6,8,,25,26
6,28,2808,2,1494,"2808-1494",6,1,60,6,12,,25,26
6,28,2811,2,390,"2811-390",1,1,85,1,6,,52,0
6,28,2811,2,390,"2811-390",2,1,65,3,6,,65,15
6,28,2811,2,390,"2811-390",3,1,44,8,12,,41,321
6,28,2811,2,390,"2811-390",4,1,55,6,8,,25,26
6,28,2811,2,390,"2811-390",5,1,60,6,11,"Welding work",15,16
6,28,2811,2,390,"2811-390",6,2,60,6,8,,35,0
6,28,2811,2,390,"2811-390",7,2,58,2,8,,20,0
6,28,2813,2,612,"2813-612",1,1,71,1,6,,55,16
6,28,2813,2,612,"2813-612",2,1,76,6,11,"Native Doctor(Herbalist)",30,16
6,28,2813,2,612,"2813-612",3,1,78,6,,,45,0
6,28,2813,2,612,"2813-612",4,1,65,6,,,32,0
6,28,2813,2,612,"2813-612",5,1,68,3,6,,52,13
6,28,2813,2,612,"2813-612",6,2,60,6,8,,35,0
6,28,2813,2,612,"2813-612",7,2,64,6,,,40,0
6,28,2813,2,612,"2813-612",8,1,67,3,6,,46,0
6,28,2813,2,612,"2813-612",9,1,58,3,6,,36,41
6,28,2814,1,1876,"2814-1876",1,1,99,1,,,50,0
6,28,2814,1,1876,"2814-1876",2,2,69,2,,,46,0
6,28,2814,1,1876,"2814-1876",3,1,45,3,,,45,321
6,28,2814,1,1876,"2814-1876",4,1,42,3,,,14,42
6,28,2814,1,1876,"2814-1876",5,1,57,6,,,20,26
6,28,2814,1,662,"2814-662",1,1,99,1,,,48,0
6,28,2814,1,662,"2814-662",2,1,73,6,,,7,16
6,28,2814,1,662,"2814-662",3,1,71,3,,,25,0
6,28,2814,1,662,"2814-662",4,1,30,12,,,5,26
6,28,2814,1,662,"2814-662",5,1,28,3,,,20,42
6,28,2814,1,662,"2814-662",8,2,50,8,,,50,0
6,28,2814,1,662,"2814-662",9,2,65,2,,,45,0
6,28,2814,1,662,"2814-662",10,2,65,11,,"Market Woman Leader",25,0
6,28,2815,2,10,"2815-10",1,1,75,1,6,,45,16
6,28,2815,2,10,"2815-10",2,2,45,6,8,,20,16
6,28,2815,2,10,"2815-10",3,1,50,6,8,,50,26
6,28,2815,2,10,"2815-10",4,1,56,3,6,,9,26
6,28,2815,2,10,"2815-10",5,1,68,3,,,24,16
6,28,2815,2,10,"2815-10",6,1,68,6,,,48,0
6,28,2815,2,10,"2815-10",7,1,78,6,8,,32,0
6,28,2815,2,10,"2815-10",8,1,65,3,6,,14,16
6,28,2815,2,10,"2815-10",9,2,40,8,,,12,26
6,28,2816,1,2146,"2816-2146",1,1,67,1,,,40,33
6,28,2816,1,2146,"2816-2146",2,1,63,2,9,,40,16
6,28,2816,1,2146,"2816-2146",3,1,50,6,8,,30,26
6,28,2816,1,2146,"2816-2146",4,2,54,2,8,,30,16
6,28,2816,1,2146,"2816-2146",5,1,63,3,8,,32,26
6,28,2816,1,2146,"2816-2146",6,2,48,11,,"Fashion designer",48,26
6,28,2816,1,2146,"2816-2146",7,2,67,3,11,"Retired fron Shell Company",15,16
6,29,2905,1,1096,"2905-1096",1,1,66,1,,,66,16
6,29,2905,1,1096,"2905-1096",2,1,40,3,,,25,26
6,29,2905,1,1096,"2905-1096",3,1,34,12,,,20,26
6,29,2905,1,1096,"2905-1096",4,2,30,8,,,25,26
6,29,2905,1,1096,"2905-1096",5,2,41,8,,,6,26
6,29,2905,1,1096,"2905-1096",6,2,79,9,,,10,0
6,29,2909,2,220,"2909-220",1,1,87,1,,,52,16
6,29,2909,2,220,"2909-220",2,2,64,2,,,25,16
6,29,2909,2,220,"2909-220",3,1,78,3,,,37,33
6,29,2909,2,220,"2909-220",4,1,43,12,,,37,51
6,29,2909,2,220,"2909-220",5,1,79,3,,,79,61
6,29,2909,2,220,"2909-220",6,2,53,8,,,22,25
6,29,2909,2,220,"2909-220",7,1,72,9,,,72,16
6,29,2910,1,350,"2910-350",1,1,81,1,,,35,23
6,29,2910,1,350,"2910-350",2,1,68,3,,,35,33
6,29,2910,1,350,"2910-350",3,2,65,8,,,40,23
6,29,2910,1,350,"2910-350",4,1,39,12,,,38,41
6,29,2910,1,350,"2910-350",5,2,72,11,,"Retired school Teacher",39,34
6,29,2910,1,350,"2910-350",6,1,75,11,,"Finacial sectary",32,41
6,29,2910,1,350,"2910-350",7,2,65,11,,"Retired school teacher",34,34
6,29,2915,1,622,"2915-622",1,1,65,1,,,16,42
6,29,2915,1,622,"2915-622",2,1,54,3,,,17,41
6,29,2915,1,622,"2915-622",3,1,63,8,,,15,16
6,29,2915,1,622,"2915-622",4,2,57,8,,,15,13
6,29,2915,1,622,"2915-622",5,1,39,12,,,18,41
6,29,2915,1,622,"2915-622",6,2,70,9,,,15,16
6,29,2915,1,622,"2915-622",7,1,50,6,,,21,26
6,29,2918,1,454,"2918-454",1,1,79,1,,,34,16
6,29,2918,1,454,"2918-454",2,2,40,2,,,17,26
6,29,2918,1,454,"2918-454",3,2,66,8,,,34,23
6,29,2918,1,454,"2918-454",4,1,50,3,,,36,26
6,29,2918,1,454,"2918-454",5,1,69,6,,,35,322
6,29,2918,1,454,"2918-454",6,1,72,6,,,32,26
6,29,2920,2,1628,"2920-1628",1,1,53,1,,,53,26
6,29,2920,2,1628,"2920-1628",2,2,50,2,,,33,0
6,29,2920,2,1628,"2920-1628",3,1,76,3,6,,76,16
6,29,2920,2,1628,"2920-1628",4,2,46,8,,,28,26
6,29,2920,2,1628,"2920-1628",5,1,72,6,,,71,0
6,29,2920,2,1628,"2920-1628",6,1,32,6,12,,32,41
6,29,2928,1,322,"2928-322",1,1,99,1,,,98,61
6,29,2928,1,322,"2928-322",2,2,70,2,,,45,0
6,29,2928,1,322,"2928-322",5,2,60,8,,,35,0
6,29,2928,1,322,"2928-322",6,1,30,3,12,,14,26
6,29,2928,1,322,"2928-322",7,2,64,11,,"Retired school teacher",35,34
6,29,2928,1,322,"2928-322",8,2,52,8,,,29,26
6,29,2928,1,322,"2928-322",9,1,60,6,,,40,34
6,29,2930,1,1300,"2930-1300",1,1,65,1,,,65,26
6,29,2930,1,1300,"2930-1300",2,2,56,2,,,28,0
6,29,2930,1,1300,"2930-1300",3,1,74,9,,,20,61
6,29,2930,1,1300,"2930-1300",4,1,51,8,,,51,23
6,29,2930,1,1300,"2930-1300",5,1,54,12,,,38,16
6,29,2930,1,1300,"2930-1300",6,2,36,8,,,11,26
6,29,2930,1,1300,"2930-1300",7,1,56,5,,,32,34
6,29,2930,1,1300,"2930-1300",8,1,60,8,,,19,16
6,29,2930,1,530,"2930-530",1,1,70,1,,,33,16
6,29,2930,1,530,"2930-530",2,2,63,8,,,39,0
6,29,2930,1,530,"2930-530",3,2,65,8,,,40,0
6,29,2930,1,530,"2930-530",4,1,55,12,,,55,16
6,29,2930,1,530,"2930-530",5,2,65,8,,,16,0
6,29,2930,1,530,"2930-530",6,1,60,9,,,32,27
6,30,3002,1,1264,"3002-1264",1,1,84,1,,,23,16
6,30,3002,1,1264,"3002-1264",2,2,71,2,,,23,16
6,30,3002,1,1264,"3002-1264",3,1,67,8,,,29,16
6,30,3002,1,1264,"3002-1264",5,2,31,12,,,26,26
6,30,3002,1,1264,"3002-1264",6,2,60,8,,,30,16
6,30,3002,1,1310,"3002-1310",1,1,71,1,,,16,321
6,30,3002,1,1310,"3002-1310",2,2,60,2,,,16,16
6,30,3002,1,1310,"3002-1310",3,2,70,8,,,40,16
6,30,3002,1,1310,"3002-1310",4,1,23,12,,,6,26
6,30,3002,1,1310,"3002-1310",5,2,52,11,12,"ARTISAN",24,22
6,30,3005,1,2942,"3005-2942",1,1,53,1,,,10,41
6,30,3005,1,2942,"3005-2942",2,2,51,2,,,10,41
6,30,3005,1,2942,"3005-2942",3,1,76,11,,"RETIRED SCHOOL PRINCIPAL",8,42
6,30,3005,1,2942,"3005-2942",4,1,33,12,,,14,42
6,30,3005,1,2942,"3005-2942",5,1,73,3,,,18,26
6,30,3005,1,3648,"3005-3648",2,1,70,1,,,25,11
6,30,3005,1,3648,"3005-3648",3,1,68,11,,"RETIRED CIVIL SERVANT",8,41
6,30,3005,1,3648,"3005-3648",4,1,65,3,,,20,16
6,30,3005,1,3648,"3005-3648",5,2,67,8,,,8,26
6,30,3005,1,3648,"3005-3648",6,1,48,12,,,9,25
6,30,3006,1,520,"3006-520",1,1,75,1,,,33,0
6,30,3006,1,520,"3006-520",2,2,65,2,,,33,0
6,30,3006,1,520,"3006-520",3,1,72,8,,,33,16
6,30,3006,1,520,"3006-520",4,1,37,12,,,7,26
6,30,3006,1,520,"3006-520",5,1,42,11,,"CIVIL SERVANT",10,41
6,30,3007,1,1624,"3007-1624",1,1,63,1,,,63,26
6,30,3007,1,1624,"3007-1624",2,2,58,8,,,18,16
6,30,3007,1,1624,"3007-1624",3,1,50,11,,"CIVIL SERVANT",50,26
6,30,3007,1,1624,"3007-1624",4,1,38,9,,,20,26
6,30,3007,1,1624,"3007-1624",5,1,34,12,,,34,26
5,3,301,1,1198,"301-1198",1,1,58,1,,,58,23
5,3,301,1,1198,"301-1198",2,1,69,11,,"DEPUTY HEADMAN",69,13
5,3,301,1,1198,"301-1198",3,1,47,11,,"VILLAGE SECREATARTY",47,42
5,3,301,1,1198,"301-1198",4,1,30,11,,"FAMILY HEAD",30,16
5,3,301,1,1198,"301-1198",5,1,40,12,,,40,26
5,3,301,1,1198,"301-1198",6,2,80,11,,"WOMAN LEADER",50,12
6,30,3011,2,306,"3011-306",1,1,75,1,,,60,0
6,30,3011,2,306,"3011-306",2,2,68,2,8,,40,0
6,30,3011,2,306,"3011-306",3,2,65,8,,,65,0
6,30,3011,2,306,"3011-306",4,1,52,3,,,52,16
6,30,3011,2,306,"3011-306",5,1,25,12,,,8,16
6,30,3012,2,334,"3012-334",1,1,60,1,,,60,26
6,30,3012,2,334,"3012-334",2,2,45,2,,,25,16
6,30,3012,2,334,"3012-334",3,1,50,3,,,50,26
6,30,3012,2,334,"3012-334",4,1,45,8,,,45,0
6,30,3012,2,334,"3012-334",5,1,25,12,,,10,26
6,30,3013,1,282,"3013-282",1,1,90,1,,,90,34
6,30,3013,1,282,"3013-282",2,2,50,2,,,30,34
6,30,3013,1,282,"3013-282",3,1,50,3,12,,50,16
6,30,3013,1,282,"3013-282",4,1,48,9,,,48,16
6,30,3013,1,282,"3013-282",5,1,90,3,,,90,0
6,30,3015,2,260,"3015-260",1,1,40,1,,,30,51
6,30,3015,2,260,"3015-260",2,2,30,2,,,10,16
6,30,3015,2,260,"3015-260",3,1,50,3,,,5,16
6,30,3015,2,260,"3015-260",4,1,55,8,,,20,51
6,30,3015,2,260,"3015-260",5,1,37,12,,,5,51
6,30,3016,2,198,"3016-198",1,1,60,1,,,60,0
6,30,3016,2,198,"3016-198",2,2,53,2,,,35,0
6,30,3016,2,198,"3016-198",3,1,70,3,,,8,61
6,30,3016,2,198,"3016-198",4,1,45,12,,,45,16
6,30,3016,2,198,"3016-198",5,1,50,8,,,50,15
5,3,302,2,302,"302-302",1,1,65,1,,,50,322
5,3,302,2,302,"302-302",2,2,54,2,,,36,34
5,3,302,2,302,"302-302",3,1,45,12,,,30,41
5,3,302,2,302,"302-302",4,1,59,8,,,45,16
5,3,302,2,302,"302-302",5,2,27,8,,,20,34
5,3,302,2,302,"302-302",6,1,42,5,,,28,42
5,3,302,2,302,"302-302",7,2,38,7,,,30,26
5,3,302,2,302,"302-302",8,1,42,9,,,27,26
6,30,3020,2,1092,"3020-1092",1,1,60,4,,,13,42
6,30,3020,2,1092,"3020-1092",2,2,58,5,,,13,34
6,30,3020,2,1092,"3020-1092",3,1,42,9,,,20,52
6,30,3020,2,1092,"3020-1092",4,2,54,8,,,15,0
6,30,3020,2,1092,"3020-1092",5,1,40,3,12,,6,52
6,30,3021,2,628,"3021-628",4,1,65,1,,,10,26
6,30,3021,2,628,"3021-628",5,2,55,2,,,10,26
6,30,3021,2,628,"3021-628",6,2,54,5,,,9,42
6,30,3021,2,628,"3021-628",7,1,35,12,,,8,26
6,30,3021,2,628,"3021-628",8,1,22,8,,,10,22
6,30,3023,2,622,"3023-622",1,1,65,1,,,65,16
6,30,3023,2,622,"3023-622",2,2,60,2,,,44,0
6,30,3023,2,622,"3023-622",3,1,78,3,8,,69,16
6,30,3023,2,622,"3023-622",4,2,80,8,11,"IYALODE",50,13
6,30,3023,2,622,"3023-622",5,1,25,12,,,25,41
6,30,3026,1,72,"3026-72",1,1,70,1,,,40,16
6,30,3026,1,72,"3026-72",2,2,60,2,,,40,16
6,30,3026,1,72,"3026-72",3,1,72,3,,,36,26
6,30,3026,1,72,"3026-72",4,1,70,11,,"RETIRED MILITARY OFFICER",35,16
6,30,3026,1,72,"3026-72",5,2,32,8,,,5,26
6,30,3028,2,136,"3028-136",1,1,50,1,,,50,16
6,30,3028,2,136,"3028-136",2,2,40,2,,,25,0
6,30,3028,2,136,"3028-136",3,1,60,3,,,10,16
6,30,3028,2,136,"3028-136",4,2,80,8,,,50,0
6,30,3028,2,136,"3028-136",5,1,40,12,,,40,16
5,3,304,2,10,"304-10",1,1,82,1,,,60,16
5,3,304,2,10,"304-10",2,1,75,3,9,,25,12
5,3,304,2,10,"304-10",3,1,38,5,,,30,34
5,3,304,2,10,"304-10",4,1,40,8,,,40,26
5,3,304,2,10,"304-10",5,1,48,7,,,27,26
5,3,304,2,10,"304-10",6,1,35,12,,,35,16
5,3,304,2,10,"304-10",7,1,72,3,,,35,16
5,3,304,2,10,"304-10",8,2,37,7,,,15,26
5,3,304,2,184,"304-184",1,1,60,1,,,45,42
5,3,304,2,184,"304-184",2,1,40,9,,,30,26
5,3,304,2,184,"304-184",3,2,40,11,,"WOMEN LEADER",35,16
5,3,304,2,184,"304-184",4,2,50,2,7,,40,41
5,3,304,2,184,"304-184",5,2,40,5,,,40,31
5,3,304,2,184,"304-184",6,1,68,3,,,15,41
5,3,304,2,184,"304-184",7,1,47,8,,,10,26
5,3,304,2,184,"304-184",8,1,31,12,,,30,26
5,3,305,2,1164,"305-1164",1,1,78,3,,,52,26
5,3,305,2,1164,"305-1164",2,1,60,10,,,30,26
5,3,305,2,1164,"305-1164",3,2,56,11,,"WOMEN LEADER",43,12
5,3,305,2,1164,"305-1164",4,1,76,9,,,30,26
5,3,305,2,1164,"305-1164",5,1,58,5,,,35,42
5,3,305,2,1164,"305-1164",6,1,48,12,,,30,23
5,3,305,2,1164,"305-1164",7,1,49,8,,,34,16
5,3,305,2,1164,"305-1164",8,1,46,7,,,46,23
5,3,305,2,1542,"305-1542",1,1,50,1,,,40,42
5,3,305,2,1542,"305-1542",2,2,40,2,,,22,31
5,3,305,2,1542,"305-1542",3,1,38,11,,"CHAIRMAN VILLAGE COUNCIL",20,16
5,3,305,2,1542,"305-1542",4,1,50,11,,"SECRETARY VILLAGE COUNCIL",10,26
5,3,305,2,1542,"305-1542",5,1,41,12,,,25,23
5,3,307,1,634,"307-634",1,1,58,3,,,25,41
5,3,307,1,634,"307-634",2,2,68,11,,"WOMEN LEADER",60,31
5,3,307,1,634,"307-634",3,1,50,12,,,40,26
5,3,307,1,634,"307-634",4,1,52,8,,,35,26
